Recall_Number,Date,Year,Trade_Name,Recalling_Firm,Recall_Class,Reason_Recall,Fault_Class,Failure_Mode,Action,Action_Category,Quantity_Full, Quantity_Short
Z-2200-2011,May-16-2011,2011,Optical Guidance Platform; Version 2.6 and 2.6.1 - Optical Guidance Platform; Version 2.6 and 2.6.1; Model Number: HZl; Manufactured and Distributed by: Varian Medical Systems Inc.; Palo Alto; CA.For use with a charged particle accelerator to perform precise positioning of treatment target for stereotactic radiosurgery or radiotherapy treatments on cranial or extracranial lesions.,Varian Medical Systems; Inc. Oncology Systems,2,A software anomaly has been identified with the Optical Guidance Platform (OGP) Software v2.6 and v2.6.1 where the transfer of datasets from treatment planning systems other than the FastPlan system result in a lateral offset error.,Software,Output/Calculation,"On 3/30/2011, Varian distributed an Urgent Medical Device Correction Urgent Field Safety Notice to all affected users, with a description of the problem and identification of the affected product.  The letter also informed customers of how they can determine if the problem affects them.  The letter states that there is no work around for the issue unless they possess a FastPlan system.  Varian is preparing a software patch to correct the issue and it will be applied to all OGP v2.6 and v2.6.1 systems.  Customers are to advise the appropriate personnel of the content of the letter.  If further clarification is needed, customers are to contact their local Varian Customer Support District or Regional Manager.",Software update,598 units,598
Z-3036-2011,Aug-18-2011,2011,Portable patient monitor with arrhythmia detection or alarms. - Product is the Ultraview Spacelabs Compact monitor; models 91367; 91369; and 91370; with touch screen display and wireless option.Product Usage:  Spacelabs Medical PCIS patient monitors passively display data generated from Spacelabs Medical patient parameter modules; Flexport interfaces; gas analyzers; and other SDLC based products. Spacelabs Medical PCIS patient monitors may also function as a generic display or computer terminal. As a generic display or terminal; the PCIS patient monitors allow network based applications to open windows and display information on other networked monitors. PCIS patient monitors is intended to sound various alarm tones that are generated by the specific PCIS patient parameter modules. Each patient parameter module determines (a) when an alarm condition is violated; (b) the alarm priority (i.e. high; medium or low); (c) alarm limits; and (d) when to generate and terminate alarms. PCIS patient monitors are also capable of displaying alarm conditions on other monitors that are on the network through the Alarm Watch feature. Spacelabs Medical PCIS patient monitors are designed to communicate with a variety of external devices such as display devices; network devices; serial devices; user input devices; audio system; local/remote recorders and Spacelabs Medical patient parameter modules. In all applications; Spacelabs Medical PCIS patient monitors provide access to that data on the Spacelabs Medical network either via hardwired or wireless transmission.. Through this network; a patients data may be displayed at the bedside monitor; central station or a clinical information system.,Spacelabs Healthcare; Llc,2,Monitor may reset repeatedly which can result in a loss of patient monitoring for several minutes. Cause is a software problem.,Software,Device Operation,"Spacelabs Medical sent an ""URGENT - MEDICAL DEVICE CORRECTION"" notification letter to U.S. consignees by mail on September 17, 2010 and to international consignees by e-mail on September 24, 2010.  The letter identified the recalled product, warns customers of the potential hazard and identifies some ways to mitigate the risk if they decide to continue use.  The letter states to correct this situation, the recalling firm Field Service Engineers will be contact customers to schedule a time to install a free software update.  If customers have any questions about this corrective action program, please contact Spacelabs Medical at 1-800-522-7025 and select 2 for Technical Support, or outside the United States 1-425-657-7200 x5089.",Software update,579 total (517 to US acc'ts; 62 to international acct's.,579
Z-2112-2011,Apr-28-2011,2011,ABL90 FLEX - ABL90 FLEX Portable Blood Gas Analyzer System;  Part Number:  393-090; 510 (k) #K092686. All units equipped with software versions:  2.4.1680.25 and all previous versions are subject to recall. The ABL90 FLEX is a portable; automated analyzer that measures pH; blood Gases; electrolytes; glucose; lactate and oximetry in whole blood. The ABL90 FLEX is intended for use by trained technologists; nurses; physicians and therapists. It is intended for use in a laboratory environment; near patient or point-of-care setting.,Radiometer America Inc,2,Following the receipt of two (2) reported customer complaints; the firm determined that the current operating software for their ABL 90 Analyzer does not prevent the further use of the sensor cassette when there is the possibility of iron rich plaque build-up in the reference electrode. If the device operator/user ignores the error message and continues to obtain biased measuring results using the,Software,Output/Calculation,"The firm, Radiometer America, sent two Urgent ""Medical Device Field Correction"" letters issued on February 4, and on February 24th, 2011.  The letters described the product, problem and actions to be taken. The customers were instructed to replace the sensor cassette. In order to prevent this situation from occurring, the firm informed the customers in the recall/correction notification that they intend to upgrade all ABL 90 Flex analyzers to a new software version. The new software will perform a check during a normal system FLUSH in order to allow the analyzer to detect the bias and will notify the customer immediately of this condition and will automatically disable the cassette thus preventing further use. The letter goes on to remind the device customers that until such time as the software upgrade is installed, they should make sure to adhere to the procedures stated in the Reference Manual which call for the replacement of the sensor cassette immediately upon receiving message #1310. The letter further instructs the customer to complete and return the attached FAX RETURN FORM via fax to 440-871-0463.  The letter also states that the expected release date for the new software should be sometime in the second half of February 2011. 



If you have any questions regarding this letter, or the upgrade, please contact Technical Support staff  at 1-800-736-0600 Opt 4.",Replace sensor cassette/Software update,32 units were distributed in the U. S. and 533 units were distributed world-wide,565
Z-2582-2011,Jun-17-2011,2011,XiO Radiation Treatment Planning System - XiO Radiation Treatment Planning System. XiO Release 4.50.00 and aboveUsed to create treatment plans for any cancer patient for who external beam radiation therapy of brachytherapy has been prescribed.,Computerized Medical Systems Inc,2,XiO: When a new electron beam is added to a plan; the calculation Algorithm is set to Pencil Beam; and an Aperture is added to the beam; the user can select Port-Port Properties and edit the Material Thickness values. If the algorithm is then changed to Monte Carlo; the calculation will proceed and the user is not warned the Material/Thickness values just entered are not used in the dose calculati,Software,Treatment/Delivery/Therapy,"Elekta CMS Software drafted a User Notice which explains the reason for correction, the clinical impact, and the workaround method.  The User Notice was distributed to all affected sites in November 2010.  The issue will be resolved in the XiO Release 4.70.00, expected to be available in July 2011.",Software Patch,556,556
Z-3221-2011,Sep-16-2011,2011,TSX-101: Aquilion 32/64 - TSX-101: Aquilion 32/64; System; X-Ray; Tomography; Computed.,Toshiba American Medical Systems Inc,2,There is the potential that the current may not be controlled correctly in examinations using the ECG modulation function; which adjusts the x-ray output in synchronization with the ECG waveform.,Software,Output/Calculation,"Toshiba America Medical Systems (TAMS) issued an Urgent: Medical Device Correction notification to consignees via USPS return receipt mail.  The letter identified the affected product, the problem, and corrective action.  The firm plans to install revised firmware to prevent the occurrence of the problem.  A Toshiba Service Representative will contact customers to schedule an appointment for installation.  The firm asked customers to stop using the Power Reduction option during ECG modulated scanning until the new firmware has been installed.  Customers are to share the information in the letter with all users, reviewing radiologist, and the clinical engineering or Biomedical group at their facility.  Customers are also to complete and return the attached reply form via fax or e-mail to TAMS as proof of notification. Questions pertaining to the letter should be directed to 800-421-1968 or customers' local Toshiba Representative at 800-521-1968.",Firmware update,528 units,528
Z-2214-2011,May-19-2011,2011,GE BRIGHTSPEED DELIGHT CT SCANNER SYSTEM - BrightSpeed Excel Select; BrightSpeed Edge Select ;BrightSpeed Elite Select and BrightSpeed Elite Computed Tomography X-ray systems with software version 09BW35.11 or 09HW30.4.The GE BrightSpeed Delight Series Computed Tomography X-ray system is intended to produce cross-sectional images of the body by computer reconstruction of x-ray transmission data taken at different angles and planes; for patients of all ages; including Axial; Cine; Helical; Cardiac; and Gated acquisitions. These images may be obtained either with or without contrast.,GE Healthcare; LLC,2,GE Healthcare has become aware of a potential set of circumstances that could cause X-ray continuation during an unexpected table stop on certain BrightSpeed systems (BrightSpeed Excel/Edge/Elite Select and BrightSpeed Elite Computed Tomography X-ray Systems ) if this event were to occur on your system; patient safety may be impacted.,Software,Device Operation,"The firm, GE Healthcare, sent an ""URGENT MEDICAL DEVICE CORRECTION GE Ref: 22932"" letter dated January 19, 2011 to its consignees/customers. 

The letter described the Safety Issue, Affected Product Details, Safety Instructions, Product Correction, Contact Information, and Additional Dosimetric Information.



A second letter dated March 11, 2011 was sent to the consignee/customer letter consisting of a cover letter and an attachment. ""This letter is to notify you of an error in the January 19, 2011, Urgent Medical Device Correction Letter, that you have already received (GE Ref: 22932).  In the Safety Issue section of that letter it is written: 



""If this issue were to occur, it would result in the remainder of the exposure being delivered at the patient position where the table stopped up to the prescribed scan time or 30 seconds, whichever is shorter.""  



The stated 30 seconds limitation is incorrect for your particular model.  This information has been corrected on the attached Urgent Medical Device Correction letter, so please discard the original letter if it is still in your possession. ""



GE Healthcare will provide a software update for all affected systems to address the issue. A GE Healthcare service representative will contact you to arrange for this correction.



The customers were also instructed as follows: prior to GE's installation of a software update, continue to monitor patient scanning closely. Should the table stop unexpectedly and X-ray remains on, manually stop the scan, and ensure that all potential users in your facility are made aware of this safety notification and the recommended actions.



If you have any questions, please contact GE immediately at the following: United States: 800-437-1171; Japan: 0120-055-919; Korea: 1544-6119; Australia/New Zealand: 800-659-465 and China: 800-810-8188.  For other countries please contact your local GE Healthcare Service Representative if you have any questions or concerns regarding this notifi.",Software update,479,479
Z-2559-2011,Jun-14-2011,2011,Focal Release 4.34.00 through 4.50.00 software - Focal  Radiation Treatment Planning System; Focal Release 4.34.00 through 4.50.00.For use in radiation treatment planning using generally accepted contouring methods. The Focal software allows users to access XiO and other RTP systems from a remote PC-based system and provides the user with the ability to edit and modify patient data from a Windows-based PC and transfer the information back to the RTP system.,Computerized Medical Systems Inc,2,Focal Software:  When a patient is defined as prone and the shifts are manually entered and the LOCK SHIFT box is checked the X coordinate (left/right) and the Z coordinate (anterior/posterior) are reversed (left to right; anterior to posterior). This could potentially lead to incorrect isocenter definitions from prone patients and thus a mislocation of dose.,Software,Treatment/Delivery/Therapy,"Computerized Medical System sent a CUSTOMER ADVISORY dated June 12, 2009, to all affected users. This advisory identified the product, the problem, and the action needed to be taken by the customer. There were no patients mistreated as a result of this issue



The firm will send out a User Notice to all sites still running

affected software to remind them that the issue resolution is available.



For further questions, please call (403 ) 830-8023.",Notification,462,462
Z-3111-2011,Aug-31-2011,2011,IntelliVue Clinical Information Portfolio - Philips Medical:865047 IntelliVue Clinical Information Portfolio Release D.03865209 IntelliVue Clinical Information Portfolio Release E.00 and E.01865300 IntelliVue Clinical Information Portfolio NICU LinkIntended for use in data collection; storage; and management with independent bedside devices; and ancillary systems that are connected either directly or through networks. It is indicated for use by healthcare providers whenever there is a need for generation of a patient record and computation of drug dosage.,Philips Healthcare Inc.,2,Under certain circumstances; edits to an order can result in unintended scheduled interventions on the IntelliVue Clinical Information Portfolio.   A patient may receive interventions or additional medication doses that are not intended.,Software,Treatment/Delivery/Therapy,"Philips Healthcare sent an ""URGENT MEDICAL DEVICE CORRECTION"" letter dated July 2011 to all affected customers.  The letter describes the product, problem, and the actions to be taken by the customers.



Customers are asked to follow the guidelines in the ""Action to be taken by Customer/User"" section of the Urgent Medical Device Correction Notice.  Philips has developed a software upgrade to address this problem in the short term.  This upgrade will be available immediately. This software upgrade will be performed by Philips service personnel.  While customers await the correction of their devices, customers are instructed to follow the instructions for use for the device, which includes the directions to:

1.  Always use the medication administration record (MAR) in determining patient care.

2.  Always review orders and pending administrations in the administration record after any changes to an order are stored.

For the longer term, Philips is developing safeguards intended to minimize the potential for similar errors resulting from order changes and upgrade to be available in September 2011.



If you need any further information or support concerning this issue, please contact your local Philips representative.",Software update,454 units,454
Z-0896-2011,Jan-12-2011,2011,Ultrasound System - Acuson Antares Ultrasound SystemDiagnostic Ultrasound system,Siemens Medical Solutions USA; Inc.,2,Software safety guard measures on the device malfunctioned to prevent the temperature from going over its limits when the device is used.,Software,Physical Safety Hazards,"Field notification in the form of a Customer Safety Advisory Notice was initiated on 09/30/2009 by the firm, and the notice was mailed to all affected customers

Siemens sent a  CUSTOMER SAFETY ADVISORY NOTIFICATION letter on September 30, 2009.  The letter identified the product, the problem, and the action to be taken by the customer.  

Customers were instructed to disconnect and reconnect the V5Ms transducer between uses until their local Customer Service Engineer installs the software update to their system.  

For any questions customers were to contact their local service support person.

For questions regarding this recall call 650-694-5398.",Instructions on reconnecting the transducer,452,452
Z-3035-2011,Aug-18-2011,2011,Horizon Medical - Horizon Medical Imaging versions 11.5; 11.5.1; 11.5.2; 11.6; 11.7 and 11.8.Horizon Medical Imaging is a medical image and information management application that is intended to receive; transmit; store; retrieve; display; print and process digital medical images; digital medical video; and associated medical information from various medical imaging systems.,Mckesson Information Solutions LLC,2,Images for one patient may appear in the study of another patient.,Software,Output/Calculation,"Mckesson Medical Imaging Group sent a URGENT FIELD SAFETY NOTICE letter dated June 13, 2011,  to all affected customers.  The letter identified the product the problem and the action needed to be taken by the customer.



On February 2, 2011, the McKesson Medical Imaging company initiated a process for applying an image display software update to the HMI systems at the hospital site that initiated the complaint.  



They were advised to contact McKesson Customer Support at 1-800-663-2533,  to indicate whether they would like to receive the software update. They were advised to distribute the notification to all those within their organization who need to be aware and to alert other parties affiliated with their organization that are affected by this advisory notice.",Software update,438 devices,438
Z-1011-2011,Feb-02-2011,2011,ABL90 FLEX Blood Analyzer - ABL90 FLEX Blood Analyzer Part Number: 393-090. Intended for use by trained technologists; nurses; physicians and therapists and for use in a laboratory environment; near patient or point-of-care setting.  Also; Intended for in vitro testing of samples of heparinized whole blood.,Radiometer America Inc,2,"Due to a software error; a patient mix up can occur on the ABL90.  If a sample is pre-registered and the sample ""fails"" the next result will inherit the patient data from the previous result.",Software,Output/Calculation,"On 11/16/10 the firm sent Medical Device Field Correction letters to their customers. The letter states that all systems will be upgraded and until each system is upgraded, they instructed their customer to ""always query for patient ID prior to introducing the sample.""  They also instruct each customer to complete the ""Fax Return Form"" acknowledging receipt of the letter.  If customers have questions regarding the letter or the upgrade, they should contact Technical Support at 1-800-736-0600 Opt 4.",Software update,432 units,432
Z-2114-2011,Apr-29-2011,2011,UniCel DxH 800 Coulter Cellular Analysis System - UniCel DxH 800 Coulter Cellular Analysis System Part Number: 629029The UniCel DxH 800 Analyzer is a quantitative; automated hematology analyzer for in vitro diagnostic use in screening patient populations found in clinical laboratories. The UniCel DxH 800 Analyzer provides: - Complete Blood Count (CBC); Leukocyte 5 Part Differential (Diff); Reticulocyte (Retic) and Nucleated Red Blood Cell (NRBC) on whole blood - Total Nucleated Count (TNC) and Red Cell Count (RBC) on Body Fluids (cerebrospinal; serous and synovial) (BF),Beckman Coulter Inc.,2,For Panels containing CBC: The RBC and HCT are improperly corrected and not flagged when there is a WBC Pump Failure and the WBC ~ 140x103/uL. For Body Fluid Panels:The RBC is improperly corrected and not flagged when there is a WBC Pump Failure. IMPACT:Erroneous RBC and/or HCT could affect the interpretation and management of patients at risk with various types of anemias.,Software,Alarm/Message,"The recall communication was initiated on 10/20/2010,  with Beckman Coulter forwarding a Product Corrective Action (PCA) letter with PCA Response Form (via US Postal Service for US customers) to all customers who purchased the UniCel DxH 800 Coulter Cellular Analysis System.  This letter informs the customers about the problems identified and provides an action/resolution to this issue. 



When a WBC Pump Failure occurs, the WBC or TNC results will be flagged with 'R' and the WBC Pump Failure System message. The RBC and/or HCT results associated with these affected analyses also require review. This will be corrected in a future version of software.



Beckman Coulter asked consignees to complete and return the enclosed response form within 10 days and share this information with laboratory staff and retain this notification as part of laboratory Quality System documentation.



Questions were directed to Beckman Coulter Customer Service at 800-526-7694 in the United States or Canada, or consignees local Beckman Coulter representative.",Software update,422 units in total (175 in US),422
Z-2121-2011,Apr-29-2011,2011,UniCel DxH 800 Coulter Cellular Analysis System - UniCel DxH 800 Coulter Cellular Analysis System Part Number: 629029The UniCel DxH 800 Analyzer is a quantitative; automated hematology analyzer for in vitro diagnostic use in screening patient populations found in clinical laboratories. The UniCel DxH 800 Analyzer provides: - Complete Blood Count (CBC); Leukocyte 5 Part Differential (Diff); Reticulocyte (Retic) and Nucleated Red Blood Cell (NRBC) on whole blood - Total Nucleated Count (TNC) and Red Cell Count (RBC) on Body Fluids (cerebrospinal; serous and synovial) (BF),Beckman Coulter Inc.,2,RETIC results may be invalid when the instrument user interface allows reflex processing of a pre-diluted specimen in the RETIC test panel. Beckman Coulter has validated pre-diluted specimen processing in CBC panels. RETIC test panel using pre-diluted samples has not been validated.IMPACT:The reticulocyte value is an indicator for assessing red cell production. Erroneous results could impact c,Software,Output/Calculation,"The firm, Beckman Coulter, issued an ""URGENT: PRODUCT CORRECTIVE ACTION (PCA)"" letter dated October 20, 2010, with PCA Response Form to all customers who purchased the UniCel DxH 800 Coulter Cellular Analysis System.  This letter described the product, problem and actions to be taken. The customers were instructed to do the following:

1)  Remove all cassettes from the mix station prior to  initiating the Diluent Dispense function. Do not initiate Diluent Dispense while specimens are being processed in cassette presentation.

2)Do not use pre-diluted samples for RETIC counts. The instrument is validated for pre-diluted CBC's only, as indicated in the Instructions for Use (IFU).

3)Verify that their information Technology personnel are aware that the Body Fluids data string is only transmitted to the LIS using the US numeric separators and that the Body Fluid results are properly validated at the LIS.

4) Use the lip on the reagent drawer to move the drawer as shown. Avoid touching the drawer slides while replacing containers.  Clean all spills promptly to reduce the risk of exposure to blood borne pathogens.

5)Complete and return the enclosed PRODUCT CORRECTIVE RESPONSE FORM within 10 days, share this information with laboratory staff and retain this notification as part of laboratory Quality System documentation.



Beckman Coulter will make corrections in future version software.



Questions were directed to Beckman Coulter Customer Service at 800-526-7694 in the United States or Canada, or consignees/customers local Beckman Coulter representative.",Software update,422 units in total (175 in US),422
Z-2128-2011,May-02-2011,2011,UniCel DxH 800 Coulter Cellular Analysis System - UniCel DxH 800 Coulter Cellular Analysis System Part Number: 629029The UniCel DxH 800 Analyzer is a quantitative; automated hematology analyzer for in vitro diagnostic use in screening patient populations found in clinical laboratories. The UniCel DxH 800 Analyzer provides: - Complete Blood Count (CBC); Leukocyte 5 Part Differential (Diff); Reticulocyte (Retic) and Nucleated Red Blood Cell (NRBC) on whole blood - Total Nucleated Count (TNC) and Red Cell Count (RBC) on Body Fluids (cerebrospinal; serous and synovial) (BF),Beckman Coulter Inc.,2,"Body Fluids results may be incorrectly interpreted by the Laboratory Information System (LIS). Body Fluid results ~ 1;000 celis/uL are reported using the US numeric separators to demark thousandths places (comma; "";"") and partial units (decimal; "".""). An LIS that uses non-US formats could interpret the comma as a partial units separator; which could lead to reporting erroneously low body fluid r",Software,Output/Calculation,"The firm, Beckman Coulter, issued an ""URGENT: PRODUCT CORRECTIVE ACTION (PCA)"" letter dated October 20, 2010, with PCA Response Form to all customers who purchased the UniCel DxH 800 Coulter Cellular Analysis System.  This letter described the product, problem and actions to be taken. The customers were instructed to do the following:

1)  Remove all cassettes from the mix station prior to  initiating the Diluent Dispense function. Do not initiate Diluent Dispense while specimens are being processed in cassette presentation.

2)Do not use pre-diluted samples for RETIC counts. The instrument is validated for pre-diluted CBC's only, as indicated in the Instructions for Use (IFU).

3)Verify that their information Technology personnel are aware that the Body Fluids data string is only transmitted to the LIS using the US numeric separators and that the Body Fluid results are properly validated at the LIS.

4) Use the lip on the reagent drawer to move the drawer as shown. Avoid touching the drawer slides while replacing containers.  Clean all spills promptly to reduce the risk of exposure to blood borne pathogens.

5)Complete and return the enclosed PRODUCT CORRECTIVE RESPONSE FORM within 10 days, share this information with laboratory staff and retain this notification as part of laboratory Quality System documentation.



Beckman Coulter will make corrections in future version software.



Questions were directed to Beckman Coulter Customer Service at 800-526-7694 in the United States or Canada, or consignees/customers local Beckman Coulter representative.",Software update,422 units in total (175 in US),422
Z-3077-2011,Aug-29-2011,2011,MagNA Pure LightCycler - MagNA Pure LC 1.0 (software version 3.0.11).Roche Diagnostics Operations; Inc.An automated instrument used for isolation of nucleic acids (DNA; total RNA; total viral nucleic acids) from different kinds of biological research sample material (whole blood; serum; blood cells; culture cells; tissue; bacteria; fungi) using the specially designed MagNA Pure LC kits; for the purpose of life science research only and automated filling of different kinds of PCR reaction vessels (LightCycler Capillaries; 96-well PCR plates; PCR tube strips) with PCR reaction mixes and template nucleic acid; or other reaction tubes for the making of dilution series; reaction mixes.,Roche Diagnostics Operations; Inc.,2,Roche has detected a problem with the MagNA Pure LC 1.0 (software version 3.0.11) and the MagNA Pure LC 2.0 (software versions 1.1.23 and 1.1.24) instruments.  Under certain circumstances; only a fraction of each sample is processed which may lead to false negative results; and an impact to patient health if used in a homebrew diagnostic application.,Software,Output/Calculation,"Roche Diagnostics Operations, Inc. sent a letter  dated July 21, 2011 entitled ""URGENT MEDICAL DEVICE CORRECTION"" to all affected customers.



The letter included the name product, software versions, and reason for recall and informed them the problem is under investigation.  In the meantime, customers are asked to wait 30 seconds after the finalization of the decontamination cycle before initiating the next operation, in order to avoid this issue.



For questions on this recall please call Roche at (800) 428-5074.",Instructions,422,422
Z-2890-2011,Jul-28-2011,2011,BD BACTEC(tm) MGIT (tm) 960 System - BD BACTEC(tm) MGI (tm)  System Software; Catalog 445922; Lot V5.02A.Product Usage:  The BACTEC(tm) MGIT (tm) System Software is used in the MGIT 960 and MGIT 320 instruments for the rapid detection of mycobacteria from clinical specimens. In addition; an Antimicrobial/Drug Susceptibility Testing (AST or DST) system is used as a rapid qualitative procedure for susceptibility testing of Mycobacterium tuberculosis; from culture; to streptomycin; isoniazid; rifampin; ethambutol; and pyrazinamide. The routine AST set consists of a Growth Control tube and a tube for each drug; as well as a barcoded tube carrier that holds the set. The carrier barcode provides set size and identification. A tube rack capable of holding up to 55 AST tubes in various set combinations is available for tube setup and transport. Large or small AST carrier sets can be placed in the rack. The MGIT AST system is based on growth of the Mycobacterium tuberculosis strain under test as measured by the instrument. AST sets are entered into the BACTEC MGIT instrument and are tested automatically. Analysis of fluorescence in a drug containing tube is compared to the fluorescence of the Growth Control tube to determine susceptibility results.,Becton Dickinson & Co.,2,Software contained three additional set configurations which caused the system to reinitialized the AST set carrier defaults.,Software,Output/Calculation,"BD Diagnostic Systems verbally notified all affect customers via the telephone on March 28, 2011. The notification identified the product, the problem, and the action to be taken by the customer. An  ""URGENT PRODUCT RECALL""  follow-up letter was mailed to all customers on April 8, 2011 via UPS.  Customers were instructed to complete and fax the attached reply form to acknowledge their receipt of the notification to Regulatory Compliance, 410-316-4256.  The letter instructs customers to refer to the modified release notes and IMPORTANT NOTICES outlined in the attached notification letter. 



If further assistance is needed regarding replacements and all other inquires, please contact BD Technical Services and Support at 1-800-638-8663.",Instructions,421 disks,421
Z-1957-2011,Apr-12-2011,2011,Varis Vision - RT Chart - Varian Medical Systems; Varis Vision - RT Chart version 7.3.10. For radiation therapy.,Varian Medical Systems; Inc. Oncology Systems,2,An issue with the Varis Vision software where treatment can occur without the dynamic Multileaf Collimator component and may deliver a higher than expected dose of radiation.,Software,Treatment/Delivery/Therapy,"Varian Medical Systems Urgent Medical Device Correction letters were sent to all affected customers on February 7, 2011.",Notification,421,421
Z-2407-2011,Jun-02-2011,2011,XiO Radiation Treatment Planning System - XiO Radiation Treatment Planning System; XiO Release 4.50.00 and aboveUsed to create treatment plans for any cancer patient for who external beam radiation therapy or brachytherapy has been prescribed.,Computerized Medical Systems Inc,2,XiO Software: For a specific clinical setup; the MLC leaf positions on the exported DRR images might not match the MLC leaf positions displayed in XiO.,Software,Display/Image,"The firm, Elekta, issued an ""important Safety Notice"" undated, to its customers.  The notice indicates the problem and the clinical impact. There is no reasonable workaround for this issue.  The notice states a future XiO Release will resolve the issue and the customers will be notified when this solution is available. A return postcard was included with the mailing to verify consignee received the notice.  For sites not returning the postcard within one month, the recalling firm will contact them via phone or email to confirm receipt of the notice. The customers were instructed to distribute this notice to any and all users of the CMS software at their organization who are potentially affected by this issue.



If you have any questions, please call 314-993-0003 or  800-878-4267.",Notification,415,415
Z-0037-2012,Oct-12-2011,2011,LATITUDE¿ Paceart Integration Software - LATITUDE¿ Paceart Integration Software; version 1.00 Model 6472.LATITUDE Paceart Integration is software and therefore does not have any serial numbers.  However; the software version affected is version 1.00 and is distributed on USB pen drives.  These pen drives are lot number controlled and denoted as Model 6493.When used in conjunction with the LATITUDE EMR Integration software transfers data files from the Boston Scientific LATITUDE Patient Management system to a clinic's Paceart system.,Boston Scientific CRM Corp,2,Boston Scientific has determined that under certain conditions; LATITUDE Paceart Integration (LPI) softwaremay not properly transfer data resulting in the incorrect summary of programmed parameter values in the ICD Summary tab display and Current Programming Tachy summary section of the Paceart report.,Software,Device Operation,"Consignees were sent on 8/12/11 a Boston Scientific letter dated August 2011. The letter was addressed to ""Dear Doctor"". The letter described the product and problem.  It also gave Background Information, Description of Potential Data Translation Error, and Additional Information and Action information.



A letter, including an HRS form, was also sent to all US LATITUDE Clinics that have active LPI software to notify them of the need to install the corrected LPI Software.",Software update,398,398
Z-2175-2011,May-10-2011,2011,Philips IntelliVue Clinical Information Portfolio - Philips IntelliVue Clinical Information Portfolio software as follows:865047 IntelliVue Clinical Information Portfolio Release D.03; 865209 IntelliVue Clinical Information Portfolio Release E.0 and E.01; 865300 IntelliVue Clinical Information Portfolio NICU Link,Philips Healthcare Inc.,2,Edits to an order can result in unintended scheduled interventions and a patient may receive additional interventions or medication doses that are not intended.,Software,Treatment/Delivery/Therapy,"Philips Healthcare notified accounts on 3/16/11 via the Urgent Medical Device Correction Notification.  Customer notifications in the United States will be delivered via UPS.  Customer notifications outside the US will be managed by Philips representatives in each affected geography.  



Customers will be asked to follow the guidelines in the Action to be taken by Customer/User section of the Urgent Medical Device Correction Notice until they receive their software correction.   The correction will be in the form of a software upgrade and will be performed by Philips service personnel.

All customers potentially affected by this issue will receive the software correction as part of the field action.",Software update,387 units,387
Z-1907-2011,Apr-08-2011,2011,8V3c transducer - 8V3c transducer used with the ACUSON SC2000 ultrasound system.  8V3c transducer model number 10433823; ACUSON SC2000 model number 10433816.Siemens Medical Solutions USA; Inc.Business Unit Ultrasound1230 Shorebird Way;Mountain View; CA 94043High-density array transducer for pediatric and fetal echocardiography applications.,Siemens Medical Solutions USA; Inc.,2,When using the 8V3c transducer in color mode; the derated Ispta 3 (Spatial Peak-Temporal Average Intensity) may exceed the limit stated in the instructions for use.,Software,Treatment/Delivery/Therapy,A Customer Safety Advisory Notification was initiated on 2/4/2011 and sent via certified mail.  The letter identified the affected product and described when the problem occurs along with the associated potential risk.  The firm recommends that users not use the 8V3c until the software issue is fixed.  The firm is working to release a software update and customers' local Customer Service Engineer will install new software on their system when it is available.  Customers should direct their questions to their local service support person.  The information in the letter should be shared with all personnel within the organization who need to be aware.,Software update,386 units,386
Z-1010-2011,Feb-01-2011,2011,Fraxel re:store¿ Dual Laser System - Fraxel re:store¿ Dual Laser System----a laser surgical instrument for use in general and plastic surgery and in dermatology. Model Numbers: MC-SYS-SR1500-D-US; MC-SYS-SR1500-D-US-LOANER; MC-SYS-SR1500-D-UPG-US; MC-SYS-SR 1500-0-1 NTL; MC-SYS-SR1500-D-I-LOANER; MC-SYS-SR1500-D-UPG-INTL;  Product is manufactured and distributed by Solta Medical; Inc.; Hayward; CA The Fraxel re:store¿ Dual Laser System is indicated for use in dermatological procedures requiring the coagulation of soft tissue.,Solta Medical; Inc.,2,The product has the potential to cause inadvertent laser firing which may lead to patient/operator injury if the problem recurs.,Software,Physical Safety Hazards,"The firm, Solta Medical, issued three ""DEVICE CORRECTION"" letters, one dated December 15, 2010, the second one date December 17, 2010 and the third one dated December 20, 2010, to all affected customers. The letters described the product, problem and action to be taken by the customers.  The customers were instructed to follow the instructions carefully, sign and date the bottom of the instruction form upon completion of the update and promptly return the signed form and USB stick in the enclosed, return-addressed envelope (Product Support, Solta Medical, 25881 Industrial Blvd., Hayward, CA 94545)  Note: Solta Medical sales personnel will assist with the software update process so, if your local representative has already updated your system, you do not need to do anything further.



If you have any questions, please call Solta Product Support at (510) 259-7291.",Software update,352 units,352
